StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	informed_consent	group_sorting_1	group_sorting_2	group_sorting_3	group_sorting_4	group_sorting_5	control_hypothesis	control_design	control_analysis	control_rdm	control_workflow	control_attention	control_collab	control_preparatory	control_duration	control_stress	control_qrp	prereg_hypothesis	prereg_design	prereg_analysis	prereg_rmd	prereg_workflow	prereg_attention	prereg_collab	prereg_preparatory	prereg_duration	prereg_stress	prereg_qrp	rr_hypothesis	rr_design	rr_analysis	rr_rmd	rr_workflow	rr_attention	rr_collab	rr_preparatory	rr_duration	rr_stress	rr_qrp	other_hypothesis	other_desing	other_analysis	other_rdm	other_workflow	other_attention	other_collab	other_preparatory	other_duration	other_stress	other_qrp	planning	recommend	research_type	research_type_6_TEXT	field	group	comment	changed_comment
2020-01-16 16:33:39	2020-01-16 16:35:48	IP Address	100	128	True	2020-01-16 16:35:48	R_pbLbMh1IAOY9jwt	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	6	6	"4
Four"	"4
Did not change"	6	2	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-16 16:34:14	2020-01-16 16:37:05	IP Address	100	170	True	2020-01-16 16:37:05	R_USIrg8KsWnYTvtT	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	6	6	6	"4
Four"	"4
Did not change"	"7
Improved"	"1
Was longer"	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	experimental	prereg	NA	NA
2020-01-16 16:35:49	2020-01-16 16:37:14	IP Address	100	85	True	2020-01-16 16:37:14	R_2arZ41YWWLrdxnV	email	EN	Yes	No	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	5	6	"4
Four"	"7
Got better"	"7
Improved"	"1
Was longer"	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	developmental psychology	prereg	NA	NA
2020-01-16 16:33:42	2020-01-16 16:37:31	IP Address	100	229	True	2020-01-16 16:37:31	R_pPLsMwjnOmaJ7s5	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	epidemiology/psychology	prereg	NA	NA
2020-01-16 16:30:01	2020-01-16 16:37:35	IP Address	100	453	True	2020-01-16 16:37:35	R_1Oiq6T1xdn2O9qB	email	EN	Yes	No	Yes	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Four"	"7
Got better"	"7
Improved"	"4
Did not change"	"4
Did not change"	Strongly Agree	Always	Very Strongly Agree	Estimation	NA	Clinical psychiatry and psychology	other	One thing that proponents need to recognise is that researchers could preregister an analysis plan that is wrong and the it can get awkward under peer review if they won’t budge when a journal suggest an alternative approach. Analysis plans must be done properly with statisticians and flexible enough to include sensitivity checks and researchers open to saying in the method that “our SAP was specified wrong in respect of A,B,C and we corrected this following peer review”.	NA
2020-01-16 16:33:57	2020-01-16 16:37:37	IP Address	100	219	True	2020-01-16 16:37:37	R_2dtHkMgxUuDcPDF	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	5	"4
Did not change"	5	6	"4
Four"	"4
Did not change"	5	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	cognitive science (language processing)	prereg	NA	NA
2020-01-16 16:35:16	2020-01-16 16:38:07	IP Address	100	171	True	2020-01-16 16:38:07	R_ZHMfMU9tMrJHbzz	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	"7
Got more thought-through"	"4
Four"	5	6	"4
Did not change"	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	Vision science	prereg	NA	NA
2020-01-16 16:35:39	2020-01-16 16:38:17	IP Address	100	158	True	2020-01-16 16:38:17	R_3rYchwsE2oh6xcF	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	Applied psych	prereg	NA	NA
2020-01-16 16:33:30	2020-01-16 16:38:18	IP Address	100	288	True	2020-01-16 16:38:19	R_5mPD9M40BgpUch3	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	6	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	2	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Education, Science Communication, teacher Education	prereg	NA	NA
2020-01-16 16:36:42	2020-01-16 16:38:54	IP Address	100	132	True	2020-01-16 16:38:54	R_2fvXHoyjUQoyx4G	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	5	5	5	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-16 16:35:51	2020-01-16 16:39:25	IP Address	100	214	True	2020-01-16 16:39:25	R_2usWS0BTC3VMCFO	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	6	"4
Did not change"	5	"4
Four"	5	5	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-16 16:36:10	2020-01-16 16:39:30	IP Address	100	200	True	2020-01-16 16:39:31	R_1MSBeMLSAin8ykF	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	social psychology / sexuality	prereg	I have no further thoughts	NA
2020-01-16 16:33:14	2020-01-16 16:39:36	IP Address	100	382	True	2020-01-16 16:39:36	R_OONo0QzgWL66Os1	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Four"	"7
Got better"	"7
Improved"	"1
Was longer"	2	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social psychology with a focus on intergroup dynamics.	prereg	"this is really insightful work and hopefully helps improve attitudes about improving practices in the field. in subsequent work, it might be worth exploring how researchers felt pre-registration impacted the publication process. although i have been fortunate to have published a number of pre-registered studies at this point, i often encounter editors who still seem to want my team to change a priori aspects of manuscripts to better fit with a ""we knew it all along"" or in the context of competing hypothesis situations, favor the hypothesis that was ultimately supported by the data. in other words, pre-registration has improved the quality of my empirical work, but has created new challenges when interacting with journals and the publication process."	NA
2020-01-16 16:38:14	2020-01-16 16:40:26	IP Address	100	132	True	2020-01-16 16:40:26	R_2YmFdJiw47aOhZu	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	6	6	"4
Four"	"4
Did not change"	5	2	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	consumer behavior	prereg	NA	NA
2020-01-16 16:37:16	2020-01-16 16:40:30	IP Address	100	194	True	2020-01-16 16:40:31	R_1oCn7IUmoEge0Z2	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	5	"7
Got more thought-through"	"4
Four"	"7
Got better"	"4
Did not change"	2	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Modeling	NA	mathematical psychology	prereg	NA	NA
2020-01-16 16:35:13	2020-01-16 16:40:46	IP Address	100	332	True	2020-01-16 16:40:46	R_1pYASbK3bjsXvKp	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	6	"4
Did not change"	"4
Four"	5	5	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive psychology	prereg	Whilr pre-registration can be time-consuming, most of the work are things that you have to do eventually anyways. Thus, the work simply moves to a different time point rather than actually increasing much.	NA
2020-01-16 16:30:12	2020-01-16 16:41:32	IP Address	100	679	True	2020-01-16 16:41:32	R_2xJmhjUP02hedVr	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	"7
Got more thought-through"	"4
Four"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Agree	Hypothesis testing	NA	Neuroscience	prereg	I am highly in favor of preregistration to reduce bias and improve experimental validity.  My field (animal research) is substantially behind the curve.  To date, of the preregistered studies I have attempted to publish, no reviewer has commented on the preregistration as a positive aspect of the study (the link is always included in the abstract and the methods).  Rather, the reviewers who have mentioned it have used the preregistration to point out deviations (which we take care to explicitly point out in the methods) and thus has led to more challenges with publication rather than fewer.  I am of the opinion that if I had submitted identical studies without preregistration, they would have been easier to publish.  I am hopeful that reviewers will realize the importance of preregistration and use it as an incentive rather than a punishment in the future.  Continued focus on the usefulness and importance of preregistration will hopefully move the field in the right direction.	NA
2020-01-16 16:39:33	2020-01-16 16:41:32	IP Address	100	119	True	2020-01-16 16:41:32	R_3pmtMxaf7WeJS9R	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	5	"7
Improved"	"4
Did not change"	I do not know	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Cultural Evolution	prereg	NA	NA
2020-01-16 16:41:02	2020-01-16 16:42:34	IP Address	100	92	True	2020-01-16 16:42:34	R_QnuwQqMR2qsWIoN	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	"1
Was longer"	2	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	developmental psychology	prereg	NA	NA
2020-01-16 16:26:52	2020-01-16 16:43:34	IP Address	100	1002	True	2020-01-16 16:43:34	R_3lEPQhLpBx1eXoX	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	5	"4
Four"	5	"7
Improved"	3	5	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	personality psychology	prereg	NA	NA
2020-01-16 16:39:41	2020-01-16 16:43:40	IP Address	100	238	True	2020-01-16 16:43:40	R_1dtXMdQ00D46aVh	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	"7
Got more thought-through"	"7
Got more thought-through"	6	"4
Four"	5	5	2	2	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	Social/Personality/Developmental Psychology	prereg	Good luck with the project!	NA
2020-01-16 16:42:21	2020-01-16 16:44:25	IP Address	100	124	True	2020-01-16 16:44:26	R_3FXzq2gg3nYRmFq	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	5	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Cognitive psychology	prereg	NA	NA
2020-01-16 16:41:09	2020-01-16 16:45:21	IP Address	100	251	True	2020-01-16 16:45:21	R_12PT6gQvle78SIY	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	6	5	"4
Did not change"	"4
Four"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	Legal psychology	prereg	NA	NA
2020-01-16 16:40:42	2020-01-16 16:46:04	IP Address	100	321	True	2020-01-16 16:46:04	R_12uqK3Rvux40zKJ	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	6	6	6	"4
Four"	3	"7
Improved"	I do not know	2	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Health psychology	prereg	I personally found that pre-registration was an excellent way to 'fight back' against pressures from supervisors/more senior co-authors to basically p-hack. However, this also caused friction and difficulty in the working relationship.	NA
2020-01-16 16:43:25	2020-01-16 16:46:07	IP Address	100	162	True	2020-01-16 16:46:07	R_pRa5Kqu7i8ckLv3	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	3	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	developmental psychology	prereg	NA	NA
2020-01-16 16:44:06	2020-01-16 16:46:30	IP Address	100	143	True	2020-01-16 16:46:30	R_RK6FIJTxgUkdfjP	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	5	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	"4
Did not change"	3	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Very Strongly Agree	Hypothesis testing	NA	Social psychology	prereg	NA	NA
2020-01-16 16:45:53	2020-01-16 16:48:28	IP Address	100	155	True	2020-01-16 16:48:28	R_2tJzB1wEUhYXcfF	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Did not change"	"4
Four"	5	5	3	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Strongly Agree	Hypothesis testing	NA	Emotions	prereg	NA	NA
2020-01-16 16:48:08	2020-01-16 16:50:21	IP Address	100	133	True	2020-01-16 16:50:22	R_2dYkdxQ9PL6pAVP	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	5	5	"4
Did not change"	3	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Modeling	NA	cognitive psychology	prereg	NA	NA
2020-01-16 16:48:11	2020-01-16 16:52:22	IP Address	100	251	True	2020-01-16 16:52:23	R_bvYnlmq5WVg3e1z	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	2	"4
Four"	"7
Got better"	"7
Improved"	"1
Was longer"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	social cognition and clinical applications	prereg	good luck with this, best	NA
2020-01-16 16:46:29	2020-01-16 16:52:47	IP Address	100	377	True	2020-01-16 16:52:47	R_1FQzSzUeqBxJnyM	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"7
Was reduced"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	Developmental cognitive psychology	prereg	I have changed my practices over the last two years, so that nearly everything I do is pre-registered (with the exception of stuff that is much more pilot-like or involves a new analysis/method that I don't yet feel confident enough to pre-reg). But, I have worked with a couple of older datasets recently which have taken a long time to come in, and where the analyses have not been pre-registered. I must say,  the analysis process for studies that are not pre-registered is far less enjoyable and far more anxiety inducing. It now feels completely wrong and uncomfortable to 'make decisions as you go'.	NA
2020-01-16 16:49:24	2020-01-16 16:53:03	IP Address	100	218	True	2020-01-16 16:53:03	R_ys6uTVWL9cnvA0p	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	6	6	"4
Four"	"4
Did not change"	5	5	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Empirical Aesthetics / Psychology of Art	prereg	"Bit confusing that the scale points flipped (e.g. on this page ""always"" being totally on the left for the first question and ""very strongly agree"" being totally on the right for the second question) this may be done to make sure people are paying attention (like the two equals two question)but is not so convenient as a participant"	NA
2020-01-16 16:51:22	2020-01-16 16:53:34	IP Address	100	132	True	2020-01-16 16:53:34	R_RnvYCzVtg73gjYZ	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	6	5	6	"4
Four"	5	"4
Did not change"	3	5	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Political behavior	prereg	NA	NA
2020-01-16 16:52:23	2020-01-16 16:54:26	IP Address	100	123	True	2020-01-16 16:54:27	R_1DPdq1gShNjoXAI	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	Social and organisational	prereg	NA	NA
2020-01-16 16:26:36	2020-01-16 16:56:24	IP Address	100	1788	True	2020-01-16 16:56:24	R_qDsLgbLul4GHRHr	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Four"	"4
Did not change"	5	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	judgment and decision-making	prereg	Our lab is co-directed by two PIs, one who is a senior researcher who has adopted preregistration and the other (me) who is early mid-career but relatively new to, and not formally trained in, empirical work (long story)so is learning open science practices simultaneously with learning to do empirical work, which makes for an interesting lab. Of course the RA and postdocs are somewhere in between--prior to joining our lab, they had never preregistered but are formally trained in, and have prior experience with, empirical research (though of course not nearly as much as the senior PI). The modest time and stress increase has been due to complex questions about whether/how to preregister exploratory (as opposed to hypothesis-confirming) studies and also what it means to preregister a hypothesis—does it mean that you are simply testing a hypothesis, and if you find a null effect that's fine, or does it mean you are somehow betting on a certain answer, and if you find a different answer that is bad for the publishability of your research. The two questions tend to intersect, inasmuch as those in the lab (e.g., senior PI) who view hypothesis testing as making a bet are probably more likely to deem studies exploratory until they feel confident in that bet, whereas those in the lab (e.g., me) who feel preregistering a hypothesis doesn't necessarily mean you believe the hypothesis will bear itself out, just that you want to know the answer to this specific question, as more like to deem studies hypothesis-confirming earlier. As the baby scientist, I am probably wrong and confused. Anyway, we typically preregister even exploratory research at this point.	NA
